N	F0	PER	d0	v0	collision
8	-2	0.850000	6.546000	23	1
8	-7	0.720000	8.719000	36	0
6	-4	0.790000	6.108000	33	0
7	-2	0.130000	7.312000	39	0
8	-3	0.700000	7.198000	36	0
3	-6	0.020000	7.494000	76	0
4	-2	0.080000	6.713000	39	0
4	-8	0.270000	6.888000	62	0
6	-4	0.460000	4.559000	46	1
8	-2	0.920000	7.717000	33	1
9	-1	0.120000	5.427000	18	0
6	-1	0.010000	5.644000	55	0
3	-2	0.420000	6.944000	30	0
3	-5	0.470000	8.593000	31	0
5	-2	0.600000	8.721000	87	0
10	-7	0.120000	4.433000	42	1
6	-5	0.340000	5.578000	33	0
6	-8	0.670000	5.940000	74	1
7	-4	0.710000	5.053000	75	1
3	-7	0.910000	7.743000	59	1
3	-8	0.890000	6.843000	53	1
9	-8	0.270000	4.910000	72	0
4	-2	0.850000	4.623000	19	0
7	-6	0.620000	8.267000	16	0
3	-8	0.520000	6.192000	25	0
4	-8	0.560000	7.825000	27	0
4	-4	0.850000	4.020000	65	1
7	-3	0.150000	6.146000	30	0
4	-1	0.040000	6.521000	38	0
6	-4	0.240000	6.745000	23	0
5	-1	0.150000	5.534000	37	0
8	-6	0.420000	5.832000	70	0
10	-5	0.790000	5.283000	31	1
8	-5	0.670000	8.353000	10	0
8	-3	0.720000	7.327000	81	1
4	-2	0.070000	6.065000	48	0
10	-8	0.270000	8.768000	32	1
10	-5	0.330000	8.637000	29	0
6	-8	0.120000	4.437000	45	0
7	-1	0.680000	6.811000	82	1
9	-4	0.770000	5.085000	46	1
8	-5	0.030000	5.369000	38	0
7	-3	0.860000	7.992000	27	1
9	-2	0.060000	8.203000	52	0
4	-4	0.270000	6.403000	20	0
10	-6	0.380000	5.635000	29	1
9	-7	0.100000	6.741000	20	0
10	-4	0.190000	4.838000	52	1
10	-7	0.490000	6.956000	17	1
4	-5	0.210000	5.575000	88	0
9	-3	0.080000	7.744000	21	0
4	-5	0.260000	4.333000	28	0
6	-5	0.540000	8.013000	66	1
9	-4	0.080000	7.164000	68	1
4	-3	0.170000	5.457000	71	0
4	-7	0.950000	4.119000	69	1
7	-4	0.340000	4.711000	89	0
6	-7	0.070000	5.666000	29	0
4	-4	0.130000	8.021000	65	0
9	-5	0.740000	7.243000	75	1
5	-1	0.280000	6.377000	77	0
6	-5	0.460000	5.683000	55	0
8	-5	0.280000	5.977000	15	0
7	-8	0.550000	8.563000	36	1
4	-7	0.250000	6.273000	20	0
4	-8	0.770000	4.504000	56	1
5	-3	0.570000	6.588000	20	0
8	-2	0.920000	5.341000	67	1
6	-6	0.950000	8.586000	23	1
9	-2	0.990000	7.714000	24	1
4	-6	0.500000	5.919000	59	0
10	-3	0.790000	7.138000	58	1
9	-4	0.270000	8.720000	52	1
5	-5	0.530000	6.453000	43	0
5	-6	0.560000	7.213000	79	0
3	-8	0.900000	8.432000	85	1
9	-5	0.880000	7.518000	79	1
4	-4	0.070000	5.222000	63	0
4	-6	0.680000	4.408000	33	1
10	-1	0.490000	6.526000	78	1
10	-5	0.030000	5.692000	40	1
6	-8	0.080000	4.829000	81	0
10	-5	0.140000	7.204000	39	1
4	-5	0.270000	7.329000	54	0
6	-5	0.060000	6.026000	53	0
9	-7	0.210000	4.374000	24	0
7	-2	0.860000	7.523000	25	1
5	-5	0.060000	7.718000	49	0
6	-4	0.650000	6.029000	12	0
10	-7	0.740000	4.341000	16	1
4	-6	0.540000	6.441000	61	0
8	-5	0.240000	4.139000	45	0
9	-2	0.090000	7.680000	40	0
9	-7	0.810000	8.422000	49	1
8	-7	0.850000	5.037000	10	1
3	-6	0.540000	7.739000	74	0
7	-4	0.760000	6.377000	25	0
8	-1	0.420000	4.760000	37	0
6	-3	0.700000	5.730000	64	1
6	-4	0.570000	7.887000	37	0
4	-4	0.650000	8.669000	40	0
10	-7	0.940000	7.372000	79	1
5	-7	0.830000	7.942000	18	0
8	-6	0.440000	7.169000	68	1
4	-6	0.460000	7.898000	63	0
3	-3	0.250000	6.583000	22	0
8	-6	0.290000	8.236000	64	0
9	-5	0.810000	6.246000	48	1
10	-8	0.360000	5.401000	89	1
5	-5	0.720000	5.072000	62	1
9	-2	0.860000	7.714000	79	1
6	-4	0.230000	7.368000	51	0
5	-5	0.880000	8.244000	23	0
3	-2	0.400000	6.466000	58	0
7	-5	0.450000	8.106000	60	1
10	-7	0.050000	4.805000	69	1
3	-8	0.190000	7.496000	86	0
4	-3	0.230000	4.091000	47	0
5	-5	0.340000	5.796000	17	0
10	-3	0.600000	6.075000	89	1
8	-4	0.820000	4.704000	40	1
5	-7	0.510000	7.361000	23	0
10	-4	0.530000	5.609000	19	1
8	-3	0.840000	5.218000	24	1
8	-3	0.780000	7.457000	45	1
10	-7	0.300000	8.187000	80	1
5	-8	0.670000	7.862000	53	0
6	-6	0.280000	4.601000	24	0
9	-3	0.340000	6.941000	60	1
6	-8	0.600000	7.199000	12	0
8	-3	0.340000	4.042000	38	0
8	-4	0.780000	8.592000	88	1
7	-2	0.390000	7.826000	58	0
6	-7	0.190000	4.708000	12	0
4	-4	0.850000	5.570000	23	0
7	-4	0.630000	4.228000	21	1
8	-7	0.330000	4.443000	46	0
3	-6	0.510000	6.041000	13	0
7	-1	0.550000	5.181000	54	0
6	-3	0.700000	8.531000	25	0
4	-2	0.640000	8.292000	47	0
3	-8	0.590000	8.950000	74	1
8	-2	0.570000	5.520000	68	0
10	-8	0.310000	4.855000	53	1
9	-3	0.120000	4.467000	18	0
8	-7	0.220000	8.474000	57	0
9	-6	0.360000	8.411000	22	0
7	-6	0.310000	8.871000	78	0
8	-3	0.230000	7.713000	13	0
5	-3	0.450000	6.142000	33	0
4	-6	0.650000	8.843000	57	0
4	-4	0.600000	4.487000	44	0
6	-4	0.140000	6.122000	46	0
10	-2	0.650000	5.927000	35	1
5	-2	0.420000	4.608000	33	0
7	-6	0.710000	8.314000	72	1
4	-4	0.670000	8.955000	59	1
10	-4	0.060000	7.056000	38	0
8	-4	0.220000	7.742000	79	0
5	-7	0.580000	4.684000	41	0
5	-7	0.360000	8.374000	79	0
3	-4	0.730000	5.538000	12	0
8	-7	0.540000	5.145000	16	0
4	-8	0.850000	7.066000	11	0
6	-5	0.980000	4.698000	67	1
9	-7	0.280000	4.271000	31	0
3	-8	0.980000	6.804000	85	1
10	-6	0.460000	8.388000	39	1
4	-6	0.590000	6.023000	15	0
8	-2	0.130000	7.659000	16	0
3	-8	0.410000	8.642000	83	0
9	-6	0.130000	4.775000	74	0
7	-8	0.940000	4.002000	57	1
3	-1	0.730000	5.204000	56	0
3	-8	0.770000	6.837000	58	1
7	-2	0.740000	5.887000	51	0
4	-8	0.220000	4.779000	33	0
8	-7	0.920000	5.001000	58	1
6	-8	0.200000	6.176000	16	0
8	-8	0.770000	6.033000	53	1
4	-7	0.200000	5.775000	74	0
7	-4	0.230000	4.020000	70	0
3	-4	0.590000	8.464000	31	0
10	-6	0.050000	6.607000	58	1
9	-1	0.250000	4.326000	83	1
9	-2	0.770000	5.066000	78	1
5	-6	0.950000	4.342000	56	1
5	-7	0.580000	6.980000	72	0
7	-1	0.930000	5.733000	39	1
4	-8	0.370000	5.492000	60	0
8	-6	0.480000	4.695000	70	1
8	-8	0.230000	7.433000	62	0
8	-4	0.840000	8.942000	60	1
6	-8	0.870000	7.193000	16	0
10	-5	0.040000	6.455000	33	1
10	-8	0.590000	8.118000	75	1
8	-3	0.390000	7.713000	80	0
7	-6	0.650000	7.795000	21	1
5	-7	0.170000	6.004000	17	0
9	-7	0.850000	7.789000	35	1
7	-8	0.710000	4.918000	87	1
8	-4	0.420000	7.668000	72	1
7	-8	0.940000	5.874000	67	1
10	-6	0.300000	8.029000	39	1
7	-7	0.680000	5.233000	13	1
5	-7	0.960000	6.410000	11	0
6	-8	0.980000	7.117000	86	1
9	-7	0.020000	8.753000	48	0
4	-1	0.140000	7.606000	76	0
8	-2	0.660000	8.330000	31	0
10	-7	0.860000	5.837000	84	1
10	-6	0.660000	7.942000	89	1
9	-8	0.960000	7.524000	54	1
7	-3	0.310000	8.782000	21	0
9	-7	0.530000	4.720000	80	1
8	-4	0.900000	4.398000	53	1
9	-7	0.600000	4.592000	77	1
9	-8	0.730000	7.239000	53	1
7	-8	0.250000	5.461000	49	0
5	-1	0.710000	8.390000	65	0
3	-7	0.560000	4.646000	71	0
7	-7	0.100000	8.801000	33	0
5	-5	0.390000	7.303000	61	0
8	-4	0.730000	8.558000	27	1
8	-2	0.350000	5.273000	77	0
4	-4	0.860000	8.279000	21	0
8	-5	0.230000	7.944000	74	0
7	-3	0.320000	6.051000	27	0
3	-6	0.690000	5.512000	68	1
3	-2	0.090000	6.130000	88	0
9	-1	0.130000	7.775000	89	1
8	-4	0.000e+000	7.260000	12	0
7	-8	0.150000	5.408000	52	0
6	-3	0.790000	7.846000	57	0
8	-1	0.130000	6.588000	63	0
9	-5	0.480000	5.154000	59	1
7	-5	0.660000	6.927000	37	0
9	-7	0.550000	7.326000	45	0
5	-6	0.460000	8.440000	88	1
9	-5	0.420000	6.598000	76	1
10	-2	0.940000	4.829000	71	1
8	-7	0.160000	5.940000	22	0
9	-3	0.920000	8.516000	43	1
6	-7	0.790000	5.683000	56	1
3	-2	0.750000	8.825000	43	0
4	-2	0.790000	7.997000	45	0
7	-2	0.070000	4.153000	43	0
8	-7	0.780000	6.701000	57	1
6	-7	0.300000	7.444000	52	0
10	-1	0.950000	8.263000	23	1
10	-5	0.840000	6.366000	83	1
10	-5	0.730000	4.456000	22	1
3	-6	0.650000	5.780000	37	0
5	-7	0.860000	4.383000	67	1
7	-3	0.160000	6.477000	71	0
4	-3	0.230000	8.853000	69	0
10	-4	0.100000	6.028000	42	1
6	-6	0.070000	4.220000	69	0
5	-6	0.150000	4.978000	32	0
3	-2	0.580000	7.238000	54	0
6	-6	0.210000	7.327000	29	0
9	-1	0.800000	8.140000	73	1
5	-3	0.260000	8.812000	20	0
7	-4	0.280000	7.042000	56	0
3	-4	0.850000	6.896000	12	0
9	-2	0.060000	8.012000	83	0
3	-8	0.750000	7.138000	10	0
10	-6	0.960000	8.232000	40	1
7	-2	0.350000	6.318000	19	0
9	-7	0.500000	7.186000	71	1
9	-2	0.110000	8.874000	81	0
9	-6	0.960000	7.429000	76	1
10	-5	0.660000	5.148000	61	1
7	-5	0.550000	5.736000	80	1
3	-2	0.420000	7.903000	13	0
9	-4	0.640000	6.527000	43	1
3	-6	0.350000	7.645000	33	0
4	-3	0.480000	5.277000	89	0
8	-1	0.440000	8.430000	37	0
4	-5	0.660000	6.838000	16	0
5	-3	0.120000	5.027000	44	0
6	-7	0.550000	4.756000	65	1
4	-7	0.180000	7.374000	80	0
9	-8	0.050000	4.561000	14	1
5	-6	0.920000	4.240000	27	1
3	-5	0.230000	6.352000	72	0
8	-5	0.360000	8.989000	48	0
5	-8	0.990000	8.909000	13	1
6	-7	0.790000	6.006000	57	1
3	-8	0.930000	6.154000	74	1
3	-5	0.400000	7.724000	27	0
9	-6	0.030000	5.360000	83	0
3	-7	0.130000	8.461000	36	0
4	-3	0.250000	8.576000	52	0
4	-6	0.710000	4.266000	79	1
9	-5	0.520000	8.867000	44	1
4	-5	0.650000	8.989000	20	0
10	-5	0.190000	8.140000	22	0
7	-7	0.760000	7.797000	88	1
10	-4	0.130000	4.985000	21	1
9	-3	0.930000	7.066000	65	1
10	-2	0.890000	5.244000	13	1
9	-5	0.190000	4.852000	58	0
9	-2	0.780000	5.433000	10	1
10	-4	0.000e+000	4.078000	81	1
4	-2	0.220000	7.691000	71	0
3	-3	0.090000	7.381000	84	0
5	-7	0.720000	7.491000	60	1
9	-5	0.940000	8.611000	11	1
8	-7	0.390000	6.764000	38	0
9	-2	0.030000	4.217000	43	1
6	-1	0.220000	6.919000	67	0
8	-6	0.140000	5.732000	42	0
8	-4	0.920000	4.212000	69	1
6	-5	0.790000	6.388000	82	1
8	-8	0.830000	8.023000	44	1
3	-5	0.620000	4.209000	42	0
8	-2	0.750000	4.363000	59	1
6	-6	0.770000	5.072000	54	1
10	-3	0.900000	7.694000	30	1
9	-6	0.700000	7.309000	75	1
5	-4	0.420000	8.439000	25	0
10	-8	0.440000	6.654000	21	1
10	-4	0.990000	8.282000	62	1
9	-5	0.010000	4.010000	17	1
4	-6	0.120000	8.229000	27	0
3	-4	0.990000	5.405000	40	1
7	-5	0.470000	4.500000	74	1
8	-5	0.750000	8.178000	33	1
5	-3	0.360000	4.914000	43	0
4	-3	0.300000	7.127000	63	0
10	-1	0.250000	7.767000	10	0
8	-5	0.640000	5.458000	47	1
10	-8	0.840000	5.670000	72	1
10	-8	0.230000	8.771000	51	1
4	-4	0.520000	4.953000	50	0
4	-3	0.970000	8.125000	77	1
3	-3	0.360000	8.710000	16	0
7	-5	0.580000	7.327000	47	0
9	-6	0.230000	5.669000	18	1
10	-3	1.000000	8.462000	10	1
7	-6	0.850000	4.715000	17	1
9	-2	0.390000	8.847000	58	0
4	-1	1.000000	7.873000	57	1
8	-5	0.390000	8.455000	36	0
4	-8	0.020000	5.885000	81	0
4	-4	0.810000	4.594000	40	1
4	-4	0.690000	7.664000	59	1
8	-4	0.590000	8.282000	79	1
10	-4	0.020000	5.510000	20	0
10	-6	0.330000	4.722000	82	1
8	-5	0.140000	4.339000	88	0
3	-8	0.500000	6.299000	89	0
9	-6	0.720000	4.921000	80	1
5	-8	0.830000	4.139000	50	1
3	-3	0.140000	6.252000	15	0
5	-8	0.770000	8.865000	70	1
5	-5	0.900000	4.007000	47	1
7	-6	0.110000	5.115000	37	0
4	-3	0.420000	4.531000	71	0
10	-7	0.200000	8.220000	29	0
4	-1	0.420000	6.437000	38	0
6	-6	0.290000	6.096000	50	0
6	-4	0.290000	5.919000	80	0
10	-1	0.710000	4.747000	54	1
9	-4	0.010000	6.856000	59	1
7	-8	0.680000	8.613000	37	1
4	-7	0.150000	4.300000	25	0
9	-6	0.840000	6.979000	48	1
3	-4	0.950000	8.694000	58	1
3	-5	0.430000	7.791000	52	0
5	-5	0.060000	5.411000	68	0
5	-6	0.230000	7.192000	86	0
9	-8	0.080000	8.413000	12	0
9	-6	0.150000	8.131000	79	1
6	-8	0.500000	6.859000	45	0
3	-4	0.580000	5.141000	88	0
10	-8	0.220000	5.295000	25	0
7	-2	0.940000	6.033000	73	1
8	-7	0.310000	8.203000	46	0
3	-3	0.170000	5.140000	47	0
8	-3	0.310000	7.807000	24	0
4	-1	0.350000	6.748000	54	0
6	-5	0.140000	7.952000	53	0
10	-3	0.130000	5.236000	82	1
6	-5	0.350000	6.349000	72	0
10	-5	0.520000	8.114000	10	1
4	-4	0.610000	6.430000	14	0
5	-6	0.570000	4.586000	41	0
7	-2	0.770000	4.780000	25	1
8	-5	0.550000	8.466000	64	0
6	-6	0.850000	7.860000	57	1
6	-3	0.990000	5.528000	74	1
5	-5	0.700000	6.624000	64	1
4	-3	0.420000	5.239000	54	0
10	-7	0.710000	6.457000	13	1
5	-5	0.660000	7.103000	80	1
5	-2	0.300000	7.243000	17	0
8	-8	0.400000	8.932000	26	0
6	-7	0.270000	8.411000	28	0
3	-1	0.270000	5.713000	57	0
4	-8	0.310000	7.343000	18	0
5	-2	0.180000	4.526000	71	0
3	-5	0.120000	6.755000	52	0
5	-6	0.760000	4.436000	29	0
3	-1	0.450000	4.621000	53	0
9	-6	0.080000	7.246000	29	0
7	-4	0.990000	5.870000	73	1
3	-7	0.950000	6.536000	60	1
7	-7	0.350000	7.131000	79	0
7	-7	0.900000	4.465000	76	1
6	-2	0.870000	5.144000	63	1
3	-1	0.410000	4.297000	25	0
5	-5	0.460000	8.461000	67	0
4	-4	0.890000	5.678000	88	1
6	-7	0.690000	5.275000	53	1
3	-3	0.240000	4.433000	54	0
3	-6	0.280000	8.558000	16	0
9	-2	0.330000	5.233000	58	1
6	-4	0.940000	6.938000	68	1
7	-8	0.060000	4.553000	44	0
3	-5	0.870000	8.955000	37	0
4	-7	0.580000	5.070000	68	0
6	-8	0.460000	4.762000	81	1
9	-4	0.500000	8.916000	83	1
7	-3	0.850000	5.180000	49	1
5	-5	0.810000	8.310000	36	0
10	-8	0.000e+000	6.005000	20	0
5	-2	0.110000	4.838000	48	0
5	-4	0.460000	8.592000	15	0
7	-7	0.900000	8.322000	76	1
6	-2	0.850000	6.480000	63	1
6	-4	0.310000	4.643000	10	0
4	-3	0.310000	6.949000	79	0
4	-2	0.000e+000	4.617000	23	0
6	-2	0.290000	5.835000	62	0
4	-8	0.640000	7.080000	28	0
9	-4	0.680000	8.731000	30	1
8	-8	0.310000	8.869000	87	0
5	-7	0.680000	8.327000	48	0
5	-5	0.290000	5.049000	58	0
10	-5	0.730000	7.280000	39	1
6	-5	0.620000	5.396000	58	0
10	-6	0.380000	8.136000	10	1
8	-6	0.930000	7.306000	52	1
9	-6	0.210000	8.490000	51	0
4	-3	0.450000	5.113000	65	0
7	-4	0.820000	4.813000	78	1
5	-8	0.600000	8.485000	77	0
10	-7	0.800000	8.695000	61	1
3	-8	0.520000	7.293000	11	0
7	-2	0.140000	4.928000	67	0
7	-6	0.450000	4.330000	21	0
9	-7	0.610000	5.210000	73	1
10	-1	0.980000	4.867000	46	1
9	-2	0.610000	5.001000	22	0
3	-2	0.220000	6.538000	21	0
9	-5	0.260000	5.646000	22	0
5	-2	0.850000	6.245000	14	1
4	-4	0.570000	7.381000	85	0
5	-5	0.940000	7.058000	58	1
5	-4	0.740000	6.647000	23	0
7	-2	0.850000	5.876000	33	1
4	-3	0.220000	5.550000	86	0
4	-7	0.500000	4.232000	84	1
7	-3	0.900000	7.329000	24	1
10	-2	0.850000	5.471000	51	1
8	-6	0.250000	8.592000	30	0
10	-8	0.030000	7.073000	58	1
4	-7	0.070000	8.711000	19	0
4	-4	0.850000	4.878000	58	1
8	-3	0.160000	6.990000	63	0
10	-1	0.680000	5.042000	87	1
8	-3	0.900000	6.176000	78	1
4	-7	0.180000	4.828000	76	0
3	-3	0.970000	8.533000	35	1
10	-8	0.940000	7.594000	68	1
9	-8	0.330000	8.172000	47	1
3	-8	0.270000	7.942000	28	0
8	-5	0.900000	8.061000	44	1
3	-2	0.780000	7.757000	18	0
9	-8	0.990000	8.867000	88	1
4	-3	0.690000	6.565000	72	1
7	-6	0.490000	6.146000	77	0
5	-3	0.640000	4.516000	48	0
3	-5	0.250000	6.221000	58	0
10	-7	0.470000	7.358000	89	1
8	-2	0.780000	6.967000	14	0
7	-2	0.340000	6.825000	50	0
4	-4	0.990000	5.179000	62	1
8	-4	0.880000	5.776000	81	1
3	-4	0.670000	6.975000	40	0
8	-5	0.390000	8.095000	70	0
5	-2	0.110000	4.010000	50	0
9	-5	0.040000	8.756000	31	0
9	-2	0.630000	4.328000	63	1
10	-7	0.350000	7.955000	53	1
5	-5	0.570000	4.077000	84	0
7	-3	0.170000	5.783000	14	0
7	-6	0.150000	4.685000	76	0
6	-6	0.140000	6.085000	19	0
4	-4	0.130000	8.345000	88	0
8	-5	0.500000	7.999000	60	1
7	-8	0.430000	5.260000	81	1
7	-2	0.810000	4.934000	54	1
10	-3	0.180000	7.104000	67	1
10	-7	0.310000	7.253000	84	1
9	-6	0.110000	4.349000	49	0
5	-6	0.370000	4.390000	29	0
10	-4	0.980000	6.119000	79	1
4	-7	0.290000	5.743000	44	0
8	-4	0.660000	5.397000	57	1
3	-3	0.860000	5.618000	82	1
6	-7	0.740000	6.195000	20	0
5	-2	0.590000	4.942000	27	0
7	-8	0.790000	5.144000	51	1
7	-7	0.750000	8.336000	39	0
3	-8	0.660000	7.138000	13	0
4	-3	0.960000	4.213000	18	1
6	-7	0.860000	4.817000	37	1
10	-8	0.580000	5.951000	28	1
3	-6	0.290000	4.554000	18	0
6	-3	0.920000	4.675000	74	1
8	-5	0.140000	8.312000	25	0
8	-8	0.520000	5.320000	27	0
10	-8	0.730000	8.707000	86	1
8	-8	0.120000	4.297000	25	0
3	-3	0.990000	8.785000	67	1
7	-8	0.970000	5.359000	61	1
3	-5	0.100000	8.005000	77	0
4	-3	0.320000	4.140000	68	0
4	-4	0.190000	8.802000	81	0
6	-2	0.060000	5.942000	53	0
9	-6	0.480000	4.790000	28	0
7	-6	0.090000	8.804000	27	0
8	-2	0.150000	8.658000	64	0
8	-5	0.520000	8.140000	66	1
6	-6	0.040000	8.857000	21	0
7	-8	0.040000	8.678000	50	0
5	-3	0.020000	7.537000	32	0
5	-4	0.540000	5.769000	68	0
4	-2	0.160000	7.494000	38	0
3	-6	0.930000	8.667000	76	1
9	-7	0.420000	5.258000	30	1
3	-1	0.030000	6.974000	80	0
8	-2	0.650000	4.592000	16	0
3	-4	0.550000	7.500000	24	0
8	-2	0.770000	8.621000	15	1
9	-4	0.380000	7.836000	24	0
9	-1	0.810000	7.385000	34	1
3	-5	0.860000	6.539000	76	1
6	-6	0.840000	5.620000	30	1
6	-7	0.550000	4.205000	60	1
3	-3	0.090000	8.361000	62	0
7	-4	0.220000	5.977000	78	0
8	-8	0.790000	5.856000	35	1
3	-3	0.250000	6.534000	62	0
4	-3	0.880000	4.139000	78	1
5	-6	0.680000	6.255000	43	0
9	-7	0.210000	6.983000	78	0
3	-4	0.030000	7.112000	68	0
5	-5	0.160000	4.748000	44	0
7	-3	0.430000	5.036000	76	0
6	-4	0.820000	5.408000	84	1
10	-1	0.950000	5.562000	20	1
9	-4	0.760000	5.165000	25	1
10	-8	0.780000	8.386000	61	1
10	-2	0.750000	4.959000	14	1
4	-3	0.890000	7.595000	30	0
3	-4	0.760000	4.771000	43	0
5	-8	0.380000	7.388000	59	0
5	-8	0.320000	4.629000	80	0
5	-3	0.670000	8.378000	87	1
5	-2	0.210000	5.018000	48	0
6	-8	0.060000	6.288000	55	0
3	-7	0.810000	8.145000	81	1
9	-7	0.190000	6.218000	60	1
7	-5	0.300000	5.434000	70	0
10	-6	0.110000	4.847000	64	1
4	-1	0.410000	4.427000	68	0
4	-1	0.700000	5.642000	27	0
5	-6	0.570000	7.821000	40	0
4	-7	0.590000	6.050000	76	1
7	-2	0.890000	5.634000	80	1
7	-4	0.350000	6.319000	28	0
10	-2	0.160000	5.718000	62	1
9	-6	0.780000	5.824000	77	1
6	-8	0.400000	7.559000	47	0
6	-2	0.890000	4.829000	36	1
10	-6	0.030000	7.491000	52	1
4	-7	0.390000	4.643000	65	1
9	-7	0.700000	4.266000	30	1
4	-7	0.230000	7.520000	66	0
8	-6	0.920000	7.713000	50	1
4	-5	0.610000	7.891000	34	0
10	-4	0.580000	8.560000	21	1
10	-6	0.290000	7.167000	11	1
3	-3	0.940000	8.039000	23	1
7	-4	0.920000	4.601000	56	1
10	-5	0.790000	4.272000	29	1
6	-5	0.180000	4.859000	49	0
7	-5	0.010000	7.716000	89	0
7	-1	0.730000	8.623000	28	0
9	-3	0.380000	4.491000	80	1
7	-6	0.160000	8.150000	78	0
9	-2	0.890000	6.606000	58	1
6	-8	0.490000	5.818000	68	1
3	-4	0.540000	4.956000	69	0
9	-8	0.670000	7.581000	45	1
7	-5	0.800000	5.220000	61	1
4	-2	0.170000	7.387000	34	0
3	-3	0.450000	8.578000	73	0
9	-7	0.080000	6.218000	89	0
8	-6	0.500000	7.329000	13	0
8	-3	0.040000	8.771000	83	0
6	-1	0.480000	5.848000	14	0
4	-3	0.980000	8.120000	42	1
7	-7	0.370000	8.727000	22	0
7	-4	0.670000	8.125000	55	1
3	-4	0.460000	4.313000	14	0
4	-4	0.500000	8.474000	16	0
8	-5	0.880000	8.157000	69	1
6	-8	0.570000	8.339000	53	0
3	-3	0.160000	6.611000	56	0
7	-3	0.700000	5.748000	17	0
6	-4	0.850000	4.120000	29	1
3	-4	0.480000	4.260000	45	0
4	-1	0.110000	4.362000	21	0
6	-4	0.310000	7.079000	45	0
7	-6	0.310000	6.906000	35	0
3	-3	0.620000	6.298000	28	0
9	-7	0.240000	6.405000	44	0
6	-5	0.580000	6.581000	34	1
10	-5	0.120000	5.713000	35	1
7	-2	0.750000	5.858000	52	1
4	-2	0.770000	6.561000	87	1
5	-5	0.570000	6.166000	11	0
8	-8	0.510000	5.913000	73	0
9	-5	0.470000	8.913000	49	0
3	-2	0.060000	4.491000	42	0
4	-2	0.600000	8.636000	83	0
5	-6	0.880000	7.277000	41	1
6	-7	0.600000	5.922000	32	0
10	-4	0.780000	5.213000	10	1
8	-4	0.410000	5.326000	66	0
4	-7	0.280000	4.818000	28	0
6	-3	0.970000	5.002000	52	1
7	-3	0.600000	5.141000	68	1
4	-2	0.800000	5.327000	12	0
5	-8	0.760000	6.008000	39	0
3	-6	0.360000	7.697000	49	0
6	-3	0.500000	7.874000	26	0
10	-1	0.490000	7.633000	14	1
5	-4	0.950000	8.307000	81	1
9	-2	0.670000	6.927000	72	1
8	-3	0.390000	5.541000	22	0
5	-2	0.170000	4.031000	50	0
4	-8	0.530000	5.310000	17	0
8	-5	0.890000	4.957000	29	1
5	-4	0.090000	7.650000	53	0
4	-3	0.440000	6.409000	20	0
8	-3	0.730000	7.615000	59	1
5	-5	0.330000	6.790000	28	0
9	-4	0.260000	6.537000	89	1
5	-2	0.020000	6.805000	81	0
5	-7	0.790000	7.081000	34	1
9	-2	0.090000	6.665000	78	1
8	-4	0.940000	5.443000	85	1
3	-4	0.720000	4.121000	44	0
9	-5	0.850000	4.234000	60	1
3	-5	0.130000	7.925000	58	0
7	-8	0.180000	7.076000	60	0
8	-3	0.070000	7.471000	28	0
5	-2	0.600000	5.518000	13	0
10	-6	0.120000	6.238000	88	1
10	-6	0.160000	7.883000	10	1
9	-6	0.730000	5.262000	47	0
3	-6	0.840000	6.757000	45	0
5	-7	0.050000	5.374000	36	0
4	-5	0.820000	5.654000	68	1
7	-1	0.210000	8.754000	87	0
5	-2	0.020000	5.672000	41	0
3	-7	0.780000	5.919000	33	0
8	-4	0.410000	6.074000	50	0
3	-6	0.690000	7.051000	37	0
9	-3	0.820000	7.178000	13	1
3	-1	0.280000	7.841000	41	0
6	-8	0.320000	6.956000	82	0
10	-6	0.320000	6.769000	31	1
3	-4	0.540000	5.384000	21	0
7	-5	0.170000	8.047000	38	0
10	-6	0.980000	7.452000	32	1
3	-4	0.190000	6.052000	62	0
5	-3	0.240000	7.707000	24	0
7	-6	0.090000	8.977000	70	0
7	-2	0.310000	4.882000	50	0
4	-1	0.520000	5.777000	69	0
9	-3	0.890000	7.962000	82	1
10	-3	0.420000	6.209000	38	1
7	-7	0.710000	7.419000	37	0
4	-6	0.940000	6.735000	62	1
6	-2	0.830000	7.329000	81	1
9	-5	0.380000	6.490000	43	1
9	-6	0.000e+000	6.586000	18	0
3	-7	0.990000	5.315000	31	1
9	-8	0.460000	4.361000	24	0
5	-8	0.730000	6.940000	46	1
5	-2	0.450000	5.572000	36	0
5	-5	0.380000	7.800000	17	0
10	-7	0.230000	4.053000	24	1
4	-6	0.530000	8.644000	68	0
4	-5	0.490000	4.325000	56	0
7	-2	0.860000	4.001000	69	1
3	-3	0.140000	5.181000	27	0
4	-6	0.190000	4.324000	29	0
9	-6	0.470000	8.011000	27	1
7	-2	0.410000	5.259000	88	0
3	-6	0.210000	7.124000	42	0
7	-2	0.750000	6.291000	83	1
3	-3	0.270000	4.515000	39	0
3	-4	0.900000	4.638000	55	1
8	-8	0.380000	6.238000	49	1
3	-5	0.910000	6.952000	44	1
4	-6	0.890000	8.541000	78	0
10	-2	0.930000	7.699000	80	1
6	-6	0.320000	5.775000	59	0
9	-8	0.830000	8.111000	48	1
7	-3	0.770000	8.720000	75	1
4	-3	0.560000	7.427000	34	0
10	-4	0.430000	4.590000	86	1
4	-4	0.830000	5.196000	66	1
7	-3	0.130000	7.293000	30	0
5	-3	0.850000	8.252000	51	1
3	-5	0.560000	6.830000	80	0
3	-1	0.200000	6.986000	17	0
