N	F0	PER	d0	v0	collision
7	-8	0.740000	6.127000	58	1
10	-2	0.610000	8.270000	71	1
3	-8	0.830000	6.929000	62	1
7	-8	0.720000	7.499000	41	1
3	-2	0.170000	8.142000	28	0
6	-2	0.720000	4.824000	70	1
8	-4	0.180000	7.985000	18	0
8	-2	0.110000	7.507000	27	0
9	-7	0.550000	4.547000	77	1
8	-7	0.980000	4.274000	58	1
6	-8	0.850000	6.465000	71	1
10	-1	0.480000	4.079000	47	1
5	-1	0.880000	7.196000	67	1
6	-8	0.420000	6.337000	28	0
4	-7	0.010000	4.626000	71	0
6	-6	0.700000	4.827000	16	0
9	-8	0.970000	5.090000	88	1
4	-3	0.660000	5.300000	32	1
5	-7	0.550000	5.865000	51	0
10	-7	0.070000	4.103000	86	1
9	-3	0.880000	6.219000	12	1
6	-7	0.410000	4.468000	47	1
8	-6	0.860000	7.611000	34	1
4	-5	0.560000	5.304000	58	0
4	-2	0.430000	7.479000	71	0
3	-6	0.200000	6.134000	69	0
9	-3	0.340000	8.773000	86	1
7	-5	0.690000	7.531000	12	0
7	-1	0.520000	7.880000	13	0
4	-6	0.660000	8.703000	24	0
5	-7	0.530000	8.384000	77	0
4	-4	0.560000	6.631000	72	1
7	-3	0.360000	6.205000	77	0
4	-3	0.340000	7.618000	20	0
3	-4	0.220000	7.304000	33	0
5	-5	0.850000	7.438000	89	1
7	-6	0.060000	6.036000	39	0
6	-2	0.280000	6.956000	19	0
10	-8	0.780000	4.260000	88	1
5	-3	0.580000	8.867000	53	0
5	-8	0.190000	5.581000	62	0
9	-3	0.540000	4.313000	68	1
5	-1	0.760000	7.949000	59	0
9	-3	0.860000	4.642000	29	1
8	-7	0.160000	5.875000	68	0
4	-7	0.770000	7.381000	26	0
6	-8	0.130000	7.034000	39	0
8	-5	0.550000	5.841000	54	0
10	-6	0.590000	4.782000	84	1
3	-2	0.630000	6.433000	46	0
10	-6	0.270000	4.093000	22	1
7	-3	0.660000	7.167000	81	1
4	-4	0.680000	5.397000	37	1
4	-6	0.480000	7.491000	81	0
3	-4	0.850000	7.176000	14	0
9	-2	0.070000	8.297000	45	0
9	-2	0.810000	4.953000	60	1
7	-3	0.680000	4.595000	73	1
7	-4	0.550000	4.283000	86	1
9	-5	0.840000	5.498000	45	1
8	-2	0.960000	8.096000	60	1
7	-7	0.080000	4.825000	70	0
5	-7	0.290000	5.737000	10	0
9	-5	0.650000	4.508000	56	1
10	-5	0.580000	4.224000	77	1
9	-2	0.710000	4.376000	14	1
4	-7	0.580000	4.041000	26	0
3	-8	0.950000	8.712000	79	1
7	-5	0.430000	5.288000	73	1
6	-7	0.040000	7.017000	83	0
10	-8	0.450000	8.333000	17	1
9	-2	0.320000	7.987000	70	1
8	-8	0.770000	6.132000	17	1
5	-6	0.880000	7.858000	67	1
5	-7	0.600000	8.962000	57	0
6	-5	0.210000	5.697000	67	0
10	-2	0.630000	4.513000	42	1
8	-5	0.930000	4.125000	47	1
6	-5	0.220000	7.820000	46	0
8	-6	0.630000	4.128000	60	1
3	-4	0.740000	5.840000	30	0
8	-8	0.370000	8.458000	86	1
9	-5	0.890000	4.177000	81	1
5	-3	0.490000	5.865000	10	0
6	-3	0.430000	8.140000	72	0
9	-8	0.940000	5.454000	21	1
10	-7	0.130000	5.635000	45	1
7	-8	0.770000	5.790000	21	1
10	-6	0.130000	5.432000	73	1
8	-5	0.170000	7.077000	75	0
7	-5	0.790000	6.096000	74	1
6	-2	0.160000	8.291000	47	0
6	-7	0.570000	7.078000	21	0
8	-6	0.660000	5.378000	25	1
5	-4	0.770000	4.594000	75	1
9	-3	0.570000	4.187000	39	1
9	-2	0.380000	8.805000	45	1
4	-5	0.420000	7.962000	86	0
8	-3	0.790000	7.635000	19	0
9	-6	0.010000	6.076000	79	0
7	-4	0.840000	8.715000	28	0
8	-8	0.660000	6.511000	68	1
5	-4	0.940000	5.203000	67	1
4	-7	0.750000	7.297000	71	1
5	-3	0.140000	7.892000	11	0
7	-4	0.660000	6.108000	46	0
6	-7	0.990000	8.968000	86	1
7	-2	0.800000	6.072000	51	1
6	-2	0.490000	8.761000	75	0
7	-2	0.660000	8.030000	13	0
7	-1	0.990000	5.863000	53	1
7	-3	0.360000	8.031000	26	0
8	-2	0.340000	6.931000	49	0
9	-8	0.710000	6.405000	11	1
10	-2	0.230000	4.617000	86	1
8	-8	0.040000	6.723000	51	0
5	-2	0.740000	4.233000	24	0
10	-4	0.940000	6.948000	49	1
10	-4	0.320000	7.518000	67	1
4	-3	0.790000	8.208000	55	1
6	-2	0.580000	7.777000	19	0
6	-3	0.850000	8.061000	12	0
5	-3	0.290000	7.813000	33	0
4	-6	0.720000	5.042000	14	0
4	-4	0.090000	7.217000	27	0
10	-2	0.040000	7.847000	54	1
4	-7	0.180000	8.022000	70	0
3	-7	0.960000	6.692000	69	1
4	-8	0.930000	5.754000	22	1
7	-4	0.330000	6.357000	42	0
7	-3	0.310000	7.753000	64	0
7	-4	0.110000	7.157000	58	0
6	-6	0.010000	7.561000	26	0
5	-2	0.340000	5.393000	27	0
6	-2	0.270000	5.110000	87	0
4	-8	0.860000	5.918000	11	0
6	-7	0.810000	6.562000	38	0
6	-6	0.250000	6.310000	59	0
6	-8	0.750000	6.127000	48	1
10	-5	0.380000	6.256000	24	1
4	-3	0.590000	7.346000	54	0
7	-2	0.560000	8.041000	42	0
5	-7	0.200000	6.368000	13	0
9	-5	0.560000	5.155000	20	0
3	-1	0.670000	6.658000	19	0
4	-7	0.880000	5.268000	89	1
10	-7	0.280000	8.367000	69	1
6	-6	0.080000	5.453000	33	0
5	-2	0.150000	7.849000	31	0
4	-3	0.670000	6.050000	26	1
10	-2	0.470000	8.165000	31	1
6	-4	0.690000	4.288000	61	1
8	-8	0.320000	4.413000	37	0
8	-2	0.360000	8.363000	68	0
10	-3	0.910000	7.336000	59	1
9	-7	0.300000	7.919000	78	1
7	-8	0.330000	6.148000	73	1
7	-8	0.600000	7.310000	71	1
6	-5	0.480000	4.488000	85	1
9	-8	0.440000	7.664000	72	0
8	-3	0.960000	5.689000	56	1
8	-7	0.240000	6.861000	55	0
9	-7	0.700000	4.857000	31	1
8	-5	0.310000	4.046000	81	0
3	-4	0.180000	8.524000	43	0
10	-2	0.900000	7.157000	74	1
7	-4	0.240000	5.900000	80	0
4	-7	0.730000	4.791000	23	1
3	-4	0.620000	5.379000	82	0
5	-2	0.830000	8.990000	72	1
4	-2	0.960000	6.635000	49	1
3	-5	0.270000	8.726000	53	0
3	-2	0.900000	6.357000	29	1
7	-2	0.790000	4.446000	48	1
9	-6	0.070000	5.637000	87	0
7	-3	0.660000	8.733000	79	0
9	-3	0.990000	4.092000	40	1
10	-3	0.770000	7.719000	38	1
3	-8	0.250000	6.832000	32	0
3	-5	0.890000	4.482000	48	1
4	-6	0.860000	8.526000	81	1
6	-2	0.250000	6.620000	21	0
5	-5	0.840000	7.420000	24	0
4	-2	0.210000	4.618000	78	0
6	-4	0.570000	6.753000	10	0
5	-6	0.420000	8.005000	56	0
3	-8	0.530000	7.206000	26	0
8	-5	0.670000	7.380000	43	1
10	-2	0.030000	4.508000	55	1
10	-4	0.760000	5.651000	86	1
4	-8	0.730000	7.234000	79	1
4	-1	0.620000	5.327000	59	0
6	-2	0.500000	7.512000	72	0
9	-3	0.670000	6.812000	50	1
7	-4	0.890000	5.402000	40	1
8	-7	0.930000	7.051000	42	1
9	-5	0.300000	6.709000	54	1
7	-8	0.230000	8.920000	35	0
7	-8	0.800000	8.794000	32	0
7	-3	0.310000	6.135000	22	0
6	-3	0.870000	8.498000	58	1
5	-6	0.910000	7.617000	60	1
8	-2	0.220000	7.241000	25	0
10	-4	1.000000	8.224000	12	1
10	-3	0.930000	7.943000	73	1
6	-3	0.830000	6.081000	53	1
9	-4	0.960000	8.721000	69	1
5	-3	0.160000	6.405000	53	0
3	-2	0.500000	5.144000	59	0
7	-3	0.210000	6.245000	50	0
3	-5	0.110000	6.657000	18	0
4	-3	0.840000	7.813000	89	1
5	-2	0.130000	7.404000	14	0
8	-2	0.570000	7.119000	34	0
8	-3	0.880000	4.045000	28	1
4	-3	0.660000	5.223000	27	0
5	-5	0.620000	5.884000	54	1
4	-3	0.830000	7.013000	45	1
10	-7	0.730000	7.611000	24	1
4	-7	0.610000	5.675000	43	1
4	-6	0.420000	5.297000	48	0
8	-4	0.380000	8.471000	36	0
5	-7	0.010000	5.888000	41	0
10	-6	0.950000	5.642000	62	1
9	-6	0.840000	8.737000	41	1
7	-1	0.690000	4.995000	88	0
10	-8	0.010000	5.307000	88	1
10	-3	0.470000	8.453000	75	1
8	-6	0.270000	8.065000	40	0
5	-6	0.730000	6.042000	56	1
4	-4	0.950000	7.157000	87	1
4	-4	0.840000	5.245000	26	1
10	-8	0.230000	8.362000	45	0
3	-2	0.210000	7.029000	17	0
10	-6	0.350000	4.676000	73	1
9	-5	0.650000	6.773000	38	1
5	-3	0.870000	7.892000	28	1
8	-8	0.080000	8.963000	58	0
3	-3	0.860000	4.965000	46	0
5	-2	0.170000	7.100000	11	0
3	-8	0.020000	5.869000	18	0
9	-8	0.150000	8.482000	34	0
3	-2	0.240000	4.071000	26	0
8	-3	0.870000	6.718000	82	1
5	-8	0.980000	8.420000	52	1
9	-3	0.290000	8.048000	17	0
6	-2	0.310000	8.547000	41	0
3	-2	0.980000	7.821000	59	1
4	-7	0.460000	4.433000	13	0
4	-2	0.920000	7.583000	80	1
3	-6	0.810000	5.689000	59	0
10	-4	0.520000	6.788000	10	0
10	-4	0.030000	8.909000	68	1
4	-3	0.570000	8.032000	69	0
3	-3	0.610000	7.180000	71	0
5	-3	0.750000	4.832000	47	0
7	-2	0.440000	7.510000	71	0
9	-1	0.680000	6.882000	17	1
7	-2	0.810000	6.974000	73	1
3	-8	0.270000	7.639000	60	0
6	-5	0.900000	5.272000	36	1
3	-6	0.620000	8.915000	27	0
10	-3	0.750000	4.024000	43	1
10	-7	0.140000	4.620000	62	1
4	-2	0.940000	6.719000	67	1
8	-6	0.340000	4.831000	86	0
3	-2	0.050000	5.748000	26	0
5	-2	0.600000	7.400000	68	0
7	-5	0.880000	8.570000	66	1
5	-8	0.340000	6.749000	14	0
7	-2	0.940000	5.933000	63	1
5	-8	0.910000	6.628000	11	0
3	-4	0.190000	5.311000	49	0
8	-2	0.910000	8.941000	40	1
7	-6	0.190000	5.110000	38	0
7	-4	0.340000	8.479000	10	0
5	-2	0.580000	7.801000	35	0
3	-8	0.190000	7.010000	85	0
7	-5	0.320000	4.633000	21	0
6	-6	0.970000	5.506000	32	1
4	-1	0.280000	7.630000	38	0
8	-4	0.240000	5.776000	25	0
6	-4	0.690000	8.739000	81	1
4	-5	0.820000	8.850000	17	1
5	-8	0.210000	4.459000	76	0
9	-5	0.730000	5.172000	72	1
8	-2	0.020000	8.889000	70	0
6	-4	0.810000	7.358000	18	0
3	-3	0.250000	7.142000	39	0
8	-8	0.870000	7.230000	55	1
5	-5	0.740000	6.902000	68	1
6	-3	0.460000	8.027000	58	0
4	-3	0.140000	7.321000	76	0
4	-7	0.910000	8.472000	74	1
8	-7	0.310000	4.094000	14	0
6	-1	0.350000	8.020000	84	0
3	-8	0.940000	8.833000	88	1
8	-5	0.910000	7.881000	41	1
10	-5	0.700000	4.084000	40	1
8	-2	0.090000	7.163000	19	0
7	-6	0.790000	4.673000	32	1
10	-8	0.750000	5.341000	60	1
5	-5	0.140000	5.940000	79	0
8	-8	0.570000	5.661000	60	0
7	-4	0.290000	4.115000	40	0
7	-8	0.360000	6.456000	36	0
3	-5	0.920000	8.828000	73	1
3	-2	0.900000	5.406000	27	1
4	-7	0.380000	4.483000	61	0
4	-8	0.750000	4.159000	33	1
10	-8	0.640000	4.762000	13	1
4	-1	0.770000	4.890000	69	0
10	-7	0.730000	8.058000	16	1
5	-2	0.450000	4.183000	47	0
3	-6	0.470000	7.378000	82	0
4	-4	0.690000	8.509000	72	1
9	-4	0.580000	4.121000	12	1
9	-2	0.030000	7.254000	39	0
8	-1	0.450000	8.388000	43	0
6	-5	0.410000	6.348000	59	0
7	-8	1.000000	4.662000	63	1
9	-3	0.950000	7.807000	50	1
9	-8	0.560000	7.004000	19	1
9	-8	1.000000	6.750000	80	1
4	-7	0.200000	6.966000	25	0
10	-4	0.480000	5.631000	23	1
5	-2	0.190000	4.262000	54	0
4	-5	0.630000	4.010000	75	1
5	-8	0.430000	8.599000	79	0
3	-4	0.870000	5.829000	20	0
4	-5	0.590000	4.453000	11	0
3	-6	0.460000	4.130000	24	0
9	-3	0.590000	4.295000	40	0
7	-8	0.520000	6.283000	49	1
10	-4	0.720000	4.004000	34	1
3	-4	0.610000	4.585000	53	0
10	-8	0.240000	7.221000	69	1
6	-4	0.790000	8.899000	72	1
10	-3	0.740000	4.537000	58	1
4	-3	0.630000	7.610000	37	0
7	-8	0.500000	7.291000	50	0
7	-4	0.070000	7.135000	87	0
4	-7	0.550000	6.043000	30	0
5	-8	0.920000	8.230000	43	1
9	-7	0.220000	5.318000	88	1
3	-1	0.330000	7.002000	17	0
6	-6	0.960000	7.154000	73	1
10	-8	0.680000	5.805000	64	1
8	-4	0.080000	8.905000	44	0
3	-8	0.530000	4.353000	20	0
8	-2	0.250000	7.978000	11	0
9	-5	0.120000	4.930000	52	0
9	-3	0.300000	4.043000	59	1
5	-4	0.930000	4.153000	75	1
6	-3	0.230000	8.744000	40	0
3	-5	0.730000	8.562000	29	0
7	-7	0.440000	7.168000	19	0
7	-3	0.510000	7.044000	16	0
5	-3	0.590000	4.450000	54	0
3	-7	0.510000	6.655000	34	0
7	-4	0.150000	6.818000	11	0
4	-2	0.780000	4.247000	16	0
5	-8	0.240000	4.910000	43	0
3	-7	0.580000	6.127000	49	0
9	-6	0.630000	7.781000	51	1
9	-4	0.240000	6.999000	61	0
3	-7	0.650000	8.126000	64	0
6	-8	0.790000	8.274000	81	1
7	-7	0.820000	7.388000	82	1
7	-4	0.610000	8.585000	41	0
5	-4	0.670000	8.459000	78	1
9	-3	0.720000	5.111000	80	1
8	-4	0.350000	5.255000	56	0
10	-7	0.870000	5.771000	80	1
10	-4	0.350000	7.355000	74	1
7	-7	0.390000	6.479000	75	1
7	-8	0.420000	4.699000	70	0
10	-6	0.310000	7.598000	39	1
6	-7	0.940000	7.756000	15	1
3	-4	0.570000	5.370000	71	0
10	-3	0.870000	4.968000	76	1
5	-6	0.270000	8.072000	15	0
4	-2	0.970000	8.296000	40	1
10	-6	0.850000	6.362000	18	1
6	-4	0.310000	4.511000	86	0
10	-5	0.730000	5.855000	21	1
5	-5	0.620000	6.469000	40	1
9	-3	0.330000	5.049000	70	0
8	-4	0.420000	8.161000	63	1
6	-6	0.270000	6.925000	29	0
9	-5	0.620000	5.676000	36	1
4	-3	0.840000	4.287000	26	1
8	-5	0.140000	8.898000	31	0
9	-2	0.600000	4.351000	87	1
5	-4	0.560000	5.025000	35	0
9	-1	0.580000	8.232000	30	1
5	-8	0.630000	4.887000	72	1
3	-2	0.340000	8.517000	63	0
5	-7	0.470000	8.626000	78	0
3	-8	0.080000	5.348000	88	0
5	-4	0.620000	4.475000	50	1
4	-6	0.840000	5.603000	80	1
10	-5	0.140000	7.702000	45	1
5	-2	0.780000	7.849000	61	0
5	-5	0.970000	8.030000	85	1
9	-7	0.280000	7.650000	10	0
4	-8	0.360000	5.724000	82	1
6	-6	0.590000	4.376000	33	0
8	-2	0.670000	5.148000	77	1
10	-2	0.690000	5.882000	32	1
9	-8	0.410000	6.987000	22	0
3	-1	0.500000	7.608000	55	0
10	-7	0.720000	6.207000	45	1
10	-8	0.440000	4.830000	36	1
5	-5	0.830000	7.945000	15	0
4	-4	0.030000	8.143000	39	0
9	-8	0.810000	6.819000	38	1
4	-5	0.330000	7.528000	33	0
6	-6	0.700000	7.227000	86	1
5	-2	0.240000	8.856000	88	0
3	-5	0.180000	6.104000	29	0
3	-5	0.720000	7.729000	30	0
8	-3	0.940000	8.843000	60	1
5	-5	0.140000	4.059000	85	0
10	-3	0.400000	4.344000	77	1
6	-2	0.700000	6.430000	42	0
5	-3	0.970000	4.203000	74	1
8	-5	0.680000	7.801000	64	1
5	-4	0.380000	8.003000	89	0
5	-5	0.400000	8.728000	44	0
4	-4	0.840000	5.964000	65	1
7	-3	0.140000	8.064000	30	0
4	-6	0.120000	4.469000	13	0
5	-5	0.810000	7.136000	76	1
10	-4	0.620000	6.756000	81	1
3	-8	0.010000	7.373000	61	0
4	-8	0.560000	4.018000	63	0
6	-5	0.930000	6.184000	75	1
7	-8	0.970000	5.320000	37	1
3	-4	0.510000	4.462000	39	0
6	-5	0.650000	4.619000	55	1
8	-8	0.680000	6.221000	16	1
6	-2	0.800000	5.456000	26	0
6	-4	0.060000	8.223000	58	0
5	-7	0.390000	6.056000	59	0
7	-8	0.910000	4.275000	54	1
5	-4	0.190000	5.454000	52	0
7	-4	0.130000	7.696000	33	0
5	-3	0.760000	7.643000	79	1
7	-6	0.800000	4.281000	80	1
5	-3	0.670000	8.944000	13	0
4	-8	0.190000	4.666000	48	0
3	-4	0.480000	8.379000	47	0
4	-7	0.520000	5.001000	49	0
5	-1	0.390000	7.188000	22	0
5	-4	0.320000	4.415000	43	0
7	-4	0.760000	6.657000	23	0
4	-5	0.410000	7.510000	35	0
8	-7	0.280000	7.177000	88	0
9	-5	0.810000	5.215000	32	1
9	-8	0.510000	7.930000	17	0
6	-2	0.050000	6.901000	88	0
7	-4	0.550000	6.662000	76	1
9	-4	0.330000	7.867000	35	1
7	-8	0.850000	6.082000	30	1
7	-4	0.400000	5.226000	32	0
4	-8	0.460000	7.602000	69	0
9	-2	0.840000	7.287000	42	1
6	-2	0.270000	7.009000	22	0
4	-5	0.860000	7.797000	26	0
6	-4	0.390000	6.903000	27	0
10	-3	0.990000	5.239000	71	1
3	-8	0.020000	8.485000	27	0
3	-3	0.050000	7.602000	28	0
10	-3	0.100000	4.259000	30	1
6	-2	0.910000	8.864000	75	1
6	-8	0.350000	6.984000	61	0
5	-2	0.860000	4.330000	11	0
10	-1	0.050000	4.505000	35	1
9	-3	0.270000	5.626000	25	0
7	-7	0.780000	7.774000	44	1
8	-8	0.650000	7.418000	56	1
7	-6	0.250000	4.119000	26	0
7	-8	0.150000	7.020000	34	0
6	-1	0.450000	8.949000	28	0
5	-4	0.040000	4.740000	32	0
10	-6	0.890000	6.014000	39	1
6	-6	0.280000	4.074000	57	0
8	-5	0.290000	6.398000	47	0
4	-6	0.060000	4.851000	74	0
5	-2	0.260000	7.549000	58	0
9	-4	0.110000	6.329000	65	1
7	-5	0.640000	7.073000	60	1
3	-8	0.330000	4.741000	44	0
10	-4	0.460000	4.875000	60	1
6	-3	0.680000	8.544000	51	0
7	-7	0.440000	8.748000	43	0
8	-1	0.090000	7.125000	14	0
6	-5	0.700000	8.650000	13	0
9	-2	0.460000	6.415000	45	0
5	-6	0.310000	7.431000	40	0
7	-2	0.250000	7.194000	62	0
7	-4	0.640000	5.085000	70	1
10	-3	0.830000	7.781000	54	1
9	-3	0.720000	5.872000	73	1
9	-4	0.860000	8.517000	89	1
4	-5	0.230000	5.694000	23	0
7	-5	0.010000	6.875000	21	0
5	-8	0.140000	6.793000	66	0
5	-2	0.900000	4.568000	18	1
7	-7	0.620000	8.184000	88	1
5	-2	0.820000	8.398000	73	1
3	-3	0.450000	8.515000	48	0
4	-7	0.580000	6.166000	65	1
5	-6	0.390000	5.777000	70	1
10	-7	0.020000	8.409000	46	0
9	-7	0.800000	4.220000	23	1
10	-2	0.600000	8.784000	67	1
10	-1	0.900000	5.878000	72	1
7	-8	0.220000	5.519000	77	1
4	-4	0.990000	6.686000	75	1
3	-4	0.890000	7.300000	55	1
5	-2	0.870000	6.374000	49	1
7	-8	0.670000	8.473000	13	0
7	-8	0.500000	8.820000	54	1
5	-6	0.960000	6.974000	41	1
3	-6	0.340000	7.551000	60	0
9	-3	0.480000	5.198000	36	1
8	-5	0.090000	4.406000	46	0
8	-6	0.130000	8.366000	37	0
4	-3	0.590000	8.816000	53	0
10	-5	0.550000	4.478000	80	1
9	-6	0.030000	6.066000	34	0
10	-5	0.940000	4.672000	77	1
8	-5	0.830000	7.774000	57	1
3	-5	0.610000	6.429000	55	0
4	-2	0.250000	6.602000	72	0
4	-7	0.610000	8.736000	44	1
6	-3	0.500000	4.342000	63	0
6	-6	0.090000	5.113000	66	0
8	-3	0.010000	6.467000	42	0
8	-5	0.440000	5.979000	51	0
7	-1	0.900000	6.462000	28	1
7	-2	0.180000	5.152000	66	0
4	-8	0.160000	6.524000	49	0
8	-4	0.860000	6.735000	73	1
5	-7	0.640000	5.388000	31	0
10	-4	0.170000	8.659000	67	1
5	-1	0.300000	6.294000	83	0
4	-6	0.320000	4.513000	79	0
9	-7	0.680000	4.150000	11	1
9	-6	0.880000	6.869000	75	1
4	-3	0.250000	6.553000	89	0
8	-5	0.630000	8.728000	21	0
4	-2	0.930000	5.635000	15	1
6	-5	0.320000	8.715000	74	0
8	-2	0.740000	7.546000	49	1
5	-7	0.260000	5.770000	45	0
4	-2	0.110000	4.537000	11	0
3	-3	0.980000	6.685000	64	1
8	-4	0.450000	8.260000	17	0
7	-6	0.080000	5.699000	62	0
4	-4	0.890000	7.626000	17	0
3	-3	0.430000	6.736000	18	0
9	-6	0.480000	5.901000	20	0
10	-4	0.920000	5.478000	30	1
8	-4	0.800000	6.019000	49	1
7	-3	0.000e+000	6.249000	73	0
8	-6	0.630000	8.669000	78	1
8	-3	0.150000	4.396000	74	0
3	-4	0.850000	4.396000	87	1
5	-4	0.740000	4.972000	66	1
6	-5	0.960000	8.608000	56	1
6	-6	0.600000	8.771000	33	0
3	-6	0.270000	5.529000	10	0
9	-7	0.400000	8.153000	26	1
6	-3	0.330000	5.372000	47	1
6	-8	0.200000	7.547000	60	0
5	-5	0.110000	8.877000	75	0
4	-3	0.470000	5.144000	42	0
10	-4	0.840000	4.807000	14	1
3	-6	0.050000	8.421000	45	0
8	-2	0.600000	7.589000	47	0
6	-2	0.810000	8.493000	26	0
7	-4	0.660000	7.247000	33	0
6	-5	0.320000	5.603000	44	0
3	-7	0.310000	7.882000	73	0
10	-8	0.450000	5.551000	89	1
8	-6	0.410000	8.707000	37	0
6	-2	0.780000	5.676000	78	1
3	-8	0.230000	8.828000	66	0
5	-5	0.360000	8.972000	42	0
5	-4	0.800000	6.209000	63	1
7	-3	0.100000	8.292000	67	0
3	-7	0.820000	6.725000	87	1
7	-8	0.300000	8.308000	81	0
9	-2	0.690000	8.704000	49	1
9	-6	0.630000	8.472000	30	1
5	-6	0.650000	6.685000	65	1
6	-3	0.780000	6.810000	41	0
9	-2	0.630000	8.079000	48	1
8	-1	0.560000	5.308000	69	0
3	-1	0.790000	8.743000	49	0
7	-7	0.500000	4.841000	79	1
8	-3	0.280000	8.519000	77	0
4	-4	0.980000	6.013000	10	1
3	-4	0.370000	4.111000	70	0
6	-8	0.500000	4.246000	86	1
3	-7	0.960000	4.930000	33	1
5	-8	0.440000	6.502000	67	0
5	-4	0.870000	8.741000	88	1
5	-2	0.590000	4.833000	78	0
10	-6	0.620000	5.620000	34	1
9	-2	0.420000	5.200000	39	1
3	-5	0.850000	7.409000	59	1
9	-1	0.240000	5.503000	78	1
8	-8	0.720000	4.388000	61	1
10	-8	0.510000	8.076000	60	1
9	-7	0.310000	7.699000	65	0
5	-3	0.810000	4.800000	83	1
10	-4	0.440000	4.917000	58	1
10	-8	0.340000	8.038000	78	1
7	-4	0.460000	5.635000	14	0
4	-7	0.940000	4.522000	36	1
4	-4	0.840000	7.628000	16	0
6	-5	0.710000	4.830000	29	0
3	-5	0.880000	6.573000	87	1
9	-3	0.860000	8.180000	81	1
6	-5	0.810000	6.307000	27	0
9	-2	0.080000	6.598000	60	1
7	-5	0.930000	7.850000	67	1
6	-7	0.380000	5.985000	53	0
9	-8	0.800000	4.805000	68	1
5	-2	0.400000	6.507000	78	0
7	-1	0.840000	6.235000	59	1
8	-2	0.750000	7.566000	34	1
7	-2	0.700000	7.339000	15	0
3	-7	0.340000	5.663000	66	0
3	-3	0.390000	4.845000	28	0
3	-3	0.020000	4.944000	44	0
6	-3	0.560000	4.099000	46	1
5	-5	0.020000	4.758000	73	0
9	-3	0.780000	7.527000	25	1
8	-2	0.320000	6.671000	67	0
7	-7	0.020000	6.682000	80	0
10	-8	0.570000	5.625000	70	1
8	-2	0.700000	5.789000	47	0
9	-8	0.330000	5.693000	52	1
9	-8	0.350000	6.430000	87	1
8	-2	0.110000	4.187000	39	0
9	-8	0.130000	4.712000	64	1
7	-5	0.810000	6.470000	81	1
7	-6	0.180000	8.666000	14	0
6	-6	0.400000	7.070000	33	0
4	-4	0.400000	4.395000	63	0
7	-1	0.270000	4.056000	76	0
8	-6	0.070000	5.949000	29	0
5	-4	0.010000	5.522000	40	0
9	-5	0.770000	8.277000	32	1
9	-2	0.140000	5.458000	85	1
6	-5	0.490000	4.223000	11	0
4	-5	0.670000	5.993000	69	1
4	-7	0.970000	5.600000	34	1
5	-8	0.370000	8.700000	13	0
4	-7	0.290000	5.891000	33	0
4	-8	0.670000	8.089000	87	1
6	-4	0.970000	7.694000	12	1
7	-4	0.100000	5.326000	68	0
4	-4	0.320000	8.773000	48	0
4	-4	0.600000	4.937000	86	1
5	-6	0.810000	8.525000	36	0
6	-8	0.440000	5.295000	86	1
3	-2	0.890000	5.924000	73	1
10	-6	0.780000	4.026000	53	1
7	-1	0.580000	8.615000	57	0
5	-5	0.150000	5.995000	14	0
5	-8	0.490000	7.230000	21	0
7	-4	0.940000	7.007000	42	1
4	-6	0.890000	5.124000	69	0
5	-3	0.760000	4.822000	82	1
4	-4	0.890000	7.435000	58	0
5	-3	0.850000	5.622000	86	1
10	-8	0.070000	4.223000	36	1
3	-7	0.870000	8.812000	81	1
10	-7	0.260000	6.916000	20	1
7	-6	0.300000	8.551000	62	0
7	-4	0.610000	5.491000	56	0
4	-1	0.760000	8.845000	67	0
6	-7	0.220000	6.998000	54	0
3	-3	0.550000	7.329000	55	0
5	-7	0.180000	7.462000	31	0
5	-6	0.030000	6.218000	38	0
7	-4	0.790000	6.486000	30	0
5	-1	0.940000	4.838000	41	1
6	-3	0.650000	5.938000	31	0
7	-7	0.330000	5.226000	89	1
5	-6	0.030000	7.914000	73	0
8	-7	0.790000	8.207000	26	1
4	-7	0.080000	4.392000	24	0
3	-3	0.770000	7.078000	88	1
5	-7	0.250000	6.157000	82	0
10	-7	0.180000	5.894000	23	1
4	-6	0.990000	8.009000	28	1
10	-6	0.380000	8.587000	47	1
10	-4	0.100000	7.235000	38	0
10	-6	0.560000	7.480000	83	1
9	-6	0.450000	5.577000	62	0
4	-4	0.890000	5.138000	72	1
5	-3	0.690000	4.753000	37	0
8	-8	0.800000	6.430000	46	1
4	-5	0.080000	5.137000	45	0
6	-1	0.360000	8.793000	83	0
10	-8	0.950000	7.081000	47	1
5	-4	0.840000	7.685000	26	0
3	-7	0.040000	7.889000	10	0
4	-8	0.170000	5.536000	67	0
10	-8	0.450000	4.205000	25	1
4	-3	0.260000	8.807000	70	0
3	-7	0.040000	4.975000	68	0
5	-7	0.170000	5.120000	84	0
3	-6	0.520000	8.888000	51	0
4	-7	0.150000	4.002000	27	0
5	-4	0.020000	6.191000	40	0
8	-5	0.280000	8.959000	72	0
9	-8	0.650000	5.938000	74	1
5	-5	0.170000	6.644000	29	0
8	-1	0.110000	6.383000	10	0
10	-6	0.310000	6.410000	24	1
7	-5	0.850000	8.051000	25	1
7	-4	0.310000	6.199000	53	0
8	-2	0.700000	4.100000	21	0
8	-8	0.330000	4.042000	26	0
6	-8	0.210000	6.030000	68	0
10	-5	0.610000	7.308000	82	1
8	-6	0.330000	5.951000	33	0
